Ordem;NroProcessoPI;Titular;CNPJ-Titular;CNPJ(ID Alternativo);IFES titular;Qtde de empregados;Natureza do Titular;Tipo do Titular;Tamanho do Titular;Esfera;Região;Seção;Descr.Seção;Divisão;Descr.Divisão;Ano requerimento;Ano 1º TT
18393;BR1020190223065;COOPERATIVA REGIONAL DE AGRICULTORES(AS) FAMILIARES E EXTRATIVISTAS DA ECONOMIA POPULAR E SOLIDARIA - COOPERSABOR;21.212.321/0001-20;21.212.321/0001-20;;5;Privada;Entidade Privada;De 1 a 29;Não se aplica;Nordeste;C;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;2019;Não TT
18394;PI10043934;NACIONAL DE GRAFITE LTDA;21.228.861/0001-00;21.228.861/0001-00;;389;Privada;Empresa Privada;De 250 a 499;Não se aplica;Sudeste;B;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;08;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;2010;Não TT
18395;BR1020160158095;FUNDACAO UNIVERSIDADE DE ITAUNA;21.256.425/0001-36;21.256.425/0001-36;;863;Privada;Universidade;Com 500 ou mais;Não se aplica;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
18396;BR1320190022921;FUNDACAO UNIVERSIDADE DE ITAUNA;21.256.425/0001-36;21.256.425/0001-36;;863;Privada;Universidade;Com 500 ou mais;Não se aplica;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
18397;T000018;VACCINAR INDUSTRIA E COMERCIO LTDA;21.820.014/0001-21;21.820.014/0001-21;;210;Privada;Empresa Privada;De 100 a 249;Não se aplica;Sudeste;C;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;2021;2021
18398;PI06007813;INSTITUTO DE ENSINO SUPERIOR DO PIAUI S.A.;21.909.778/0001-98;21.909.778/0001-98;;633;Privada;Empresa Privada;Com 500 ou mais;Não se aplica;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
18399;BR1020150247273;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
18400;BR1020160231566;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
18401;BR1020120335948;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
18402;BR1020120192195;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
18403;BR1020120273357;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
18404;BR1020130016535;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
18405;BR1020130067334;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
18406;BR1020130106100;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
18407;BR1020130340065;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
18408;BR1020140320156;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2014;Não TT
18409;BR1020150052456;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
18410;BR1020150108486;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
18411;BR1020150108460;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
18412;BR1020150108524;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
18413;BR1020150289073;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
18414;BR1020160139902;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
18415;BR2020160179926;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
18416;BR1020160208246;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
18417;BR1020160277264;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
18418;BR1020170009351;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18419;BR1020170024610;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18420;BR1020170044084;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18421;BR1020170060810;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18422;BR1020170053270;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18423;BR1020170075940;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18424;BR1020170102963;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
18425;BR1020180101145;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2018;Não TT
18426;BR1020180101048;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2018;Não TT
18427;BR1020180101250;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2018;Não TT
18428;BR1020190084189;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2019;Não TT
18429;BR1020190221003;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2019;Não TT
18430;BR1020190220988;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2019;Não TT
18431;BR1020200064940;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2020;Não TT
18432;BR1020200064487;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2020;Não TT
18433;BR1020200226894;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2020;Não TT
18434;BR1020200243624;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2020;Não TT
18435;BR1020210095164;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2021;Não TT
18436;BR3020140054910;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2014;Não TT
18437;BR5120200017231;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2020;Não TT
18438;BR5120210012593;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2021;Não TT
18439;PI03019268;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2003;Não TT
18440;C103019268;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
18441;PI04015193;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
18442;PI04058909;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
18443;PI04062744;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
18444;C104062744;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
18445;PI05014999;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
18446;PI05024498;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
18447;PI05059470;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
18448;PI06017622;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
18449;PI06035752;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
18450;PI07055986;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18451;PI07014503;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18452;PI07055978;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18453;PI07035900;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18454;PI07059914;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18455;PI07054238;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18456;PI07055781;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18457;PI07055757;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
18458;PI08027919;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
18459;PI08027927;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;21.949.888/0001-83;21.949.888/0001-83;;Agência de Fomento;Pública;Agência de Fomento;Não se aplica;Estadual;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
